op_index,op,class,decisive_note
240,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
241,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
242,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
243,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
244,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
245,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
246,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
247,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
248,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
249,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
250,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
251,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
252,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
253,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
254,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
255,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
256,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
257,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
258,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 2048, 375) k=? s=1 g=1 pad_type 'valid'"
259,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
260,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
261,split,missing,no H13 encoder for 'split': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
262,sigmoid,missing-envelope,"no Sigmoid surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
263,mul,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
264,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
265,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
266,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
267,cast,missing,no H13 encoder for 'cast': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
268,reduce_min,missing,x dtype int32 (int32 mask math) — fp16-only stream; reduce_min additionally has no encoding at all (normEncoding covers softmax/layer_norm/reduce_sum/reduce_max/reduce_mean)
269,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
270,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
271,cast,missing,no H13 encoder for 'cast': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
272,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
273,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
274,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
275,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
276,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
277,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
278,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
279,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
280,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1024 pad_type 'custom'"
281,silu,missing-envelope,"no Silu surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
282,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
283,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
284,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
285,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
286,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
287,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
288,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1 pad_type 'valid'"
289,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
290,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
291,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
292,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
293,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
294,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
295,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
296,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
297,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
298,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
299,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
300,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
301,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
302,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
303,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
304,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
305,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
306,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
307,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
308,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
309,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
310,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
311,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
312,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
313,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
314,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
315,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
316,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
317,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
318,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
319,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
320,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
321,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
322,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
323,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
